-0.0145,-87,0.3243,0.437,0.0645,0.6255,0.38599,0
-0.1667,-202,-0.9444,-7.4017,-0.6522,-0.2324,0.319815,0
-0.9762,-109,-5.7619,-2.125,-0.122,-1.1533,0.119185,0
-1.1018,-360,-1.8768,-7.4075,-1.0,-1.7713,0.162822,0
1.0588,348,1.5767,6.1379,1.0,1.63,0.827468,1
-0.6938,-293,-3.7967,-9.2767,-0.6429,-1.6933,0.0910094,0
-0.8876,-421,-3.6468,-5.1066,-1.0,-1.56,0.0524461,0
0.8121,413,3.0242,4.0402,1.0,1.1309,0.943932,1
0.2995,-47,0.6893,1.1535,0.3333,0.4543,0.420698,1
-0.2699,113,-0.6355,0.2968,-0.2941,-0.4164,0.602197,0
0.7532,-28,1.7692,-0.3212,-0.0943,0.0818,0.445393,1
-0.2511,-301,0.2178,-3.0552,0.0,-0.5364,0.272593,0
0.2194,285,-0.2291,2.0552,-0.0312,0.4429,0.713277,1
-0.4294,-235,-1.9102,-4.0584,-1.0,-0.6451,0.293468,0
0.3852,213,1.7812,2.5865,1.0,0.5198,0.695602,1
0.4432,170,1.3942,1.3719,1.0,0.7049,0.772871,1
-0.4394,-140,-1.3835,1.4292,-0.9375,-0.6931,0.232269,0
-0.0714,44,-0.5714,0.3819,0.0256,-0.0626,0.628935,0
0.7571,158,3.3429,5.2822,0.4286,1.6764,0.650325,0
0.2487,237,0.3154,4.5615,1.0,0.0889,0.696074,1
-0.2254,-215,-0.2451,-2.446,-1.0,-0.0643,0.312435,0
-0.25,-57,-2.25,-1.25,-0.0476,-1.23,0.269467,0
0.0127,232,0.2246,8.2644,1.0,0.1143,0.547819,0
-0.2981,-156,-1.4213,-3.1907,-1.0,-0.6862,0.33223,0
0.2071,262,0.8,4.3484,0.3617,0.2522,0.647808,0
0.1944,242,0.7369,3.2668,0.3191,0.2459,0.638344,1
-0.2615,87,0.0303,3.805,-0.25,-0.2546,0.519395,1
-0.3375,43,-0.1062,1.7268,-0.3,-0.3469,0.491976,1
0.075,322,0.1993,1.0319,0.7778,0.0811,0.694354,1
0.1039,-425,0.0529,-4.4548,-1.0,0.232,0.219358,0
0.3912,142,2.0666,0.123,0.1707,0.9711,0.723762,1
0.5463,220,1.4506,2.248,0.2195,1.299,0.792727,0
-0.4307,-196,-1.1739,-1.246,-0.1707,-1.3234,0.229584,0
-0.5857,-17,0.2429,-0.7188,-0.0667,-1.7227,0.432362,0
0.1025,101,0.4303,0.8001,0.75,0.3128,0.610509,1
1.0327,144,3.0945,1.8809,0.25,1.7848,0.680339,1
0.8667,110,2.6417,0.1309,0.2,1.3452,0.621262,1
0.292,59,0.3906,0.1055,0.7714,0.6428,0.534275,0
-0.3132,-127,-0.4188,-4.0951,-0.8286,-0.6676,0.449673,1
-0.1324,-94,-0.0974,0.2553,-1.0,0.0065,0.374335,0
-0.5519,-155,-1.1364,-1.8984,-0.122,-1.1642,0.12724,0
-0.0186,1,-0.0619,-6.238,0.0,-0.1433,0.472789,0
-0.1784,-123,-0.1082,2.8563,1.0,-0.149,0.338239,0
-0.625,-149,-1.5696,-0.3408,-0.3191,-1.006,0.170277,1
-0.0068,-91,0.5564,0.2101,0.2121,0.0914,0.43163,0
-0.0165,49,-0.6118,-2.9203,-0.2727,-0.1455,0.555291,1
0.2924,50,2.9911,0.7501,0.1892,-0.2831,0.603135,1
0.9179,259,1.1393,6.9017,0.5862,2.1493,0.841915,1
-0.378,16,-0.127,0.5705,-0.3171,-0.4666,0.469291,1
0.3376,-64,0.2268,-0.7147,0.3061,0.2178,0.586329,0
-0.2163,-203,-0.6933,-3.2853,-0.4348,-0.3819,0.317712,1
0.2602,181,1.0004,2.4909,0.4615,0.629,0.745776,1
0.2494,-95,0.5912,-1.8157,-1.0,0.0123,0.465253,1
0.447,82,0.708,4.6854,0.3684,0.1078,0.705529,0
0.4122,38,0.5257,3.2889,0.3333,-0.0713,0.681185,1
0.3115,-14,0.249,1.4958,0.2982,-0.119,0.653031,1
0.2222,41,1.1111,1.75,0.0233,1.3433,0.730939,1
-0.5893,-285,-2.4789,-4.3674,-0.5094,-0.9356,0.219126,1
0.5665,267,2.4825,3.1096,0.4815,0.8784,0.772385,1
-0.5296,-247,-2.3941,-1.594,-0.4444,-0.7857,0.236651,0
0.4211,72,-2.25,0.5137,0.0732,0.3293,0.654212,0
-0.0228,-136,-0.6802,-1.8926,-0.8571,-0.7658,0.377829,0
-0.0378,-214,-0.9832,-6.5697,-1.0,-0.8703,0.344752,1
-0.0242,188,0.5784,4.7852,1.0,0.6806,0.635824,1
-0.0853,160,0.4613,2.2161,1.0,0.5641,0.614524,1
1.1897,146,0.6839,0.8222,0.2308,1.5554,0.905585,0
0.2516,235,1.3109,7.5882,1.0,0.6346,0.643648,1
-0.1533,526,-0.2484,2.2234,0.9091,-0.3149,0.764347,1
-0.75,-189,-3.3929,-3.3945,-0.2432,-1.0879,0.05667,1
-0.1475,306,-0.412,1.07,0.5385,-0.2974,0.749906,1
0.0554,117,-0.0402,-0.4826,-1.0,-0.0017,0.633061,1
-0.7272,-99,-1.0949,0.5595,-0.3846,-1.4864,0.283002,0
0.8166,173,1.3023,0.9593,0.4359,1.74,0.769052,0
-0.0225,91,0.2811,3.9739,1.0,0.166,0.579404,1
0.0796,-164,0.1686,-2.0101,-1.0,0.2058,0.540418,1
0.0189,-101,-0.7587,-2.2243,-0.2308,0.1516,0.465199,1
-0.0824,59,0.6366,0.9255,0.2121,-0.1979,0.510447,1
-0.5033,-233,-1.914,-1.094,-1.0,-1.026,0.119305,0
-0.4915,-209,-1.8927,1.6764,-0.9375,-1.0114,0.121594,0
0.9658,225,0.9402,6.3392,0.5333,2.1838,0.787154,1
-0.5491,-160,-1.4439,-3.8202,-0.1765,-1.1433,0.243787,0
0.2549,-286,0.184,-5.039,-0.9,0.2479,0.344339,0
-0.2138,-262,-1.2924,-1.7005,-0.9,-0.4664,0.386629,0
0.8561,390,1.4751,3.0166,0.9286,1.7918,0.868765,1
-0.8008,-380,-1.2324,-1.8599,-0.8571,-1.5974,0.139614,0
-0.5238,3,-0.4267,1.1328,-0.2143,-1.0178,0.56565,0
0.8429,288,3.4,0.9052,0.8333,0.5795,0.883923,1
0.3585,300,1.5432,2.9352,1.0,0.5364,0.814999,1
-0.3572,-40,-0.751,4.9629,-0.8571,-0.4752,0.301261,0
0.3644,104,0.7676,-1.1507,1.0,0.4888,0.715157,0
0.0468,28,0.3167,2.6183,0.0857,0.282,0.595356,0
-0.9441,-117,-3.3419,0.1438,-0.3077,-1.686,0.174182,0
-1.4097,-368,-5.5035,-1.0291,-0.8919,-2.4348,0.0490806,1
0.29,-14,0.9446,1.9362,0.3125,0.9675,0.342782,0
0.6109,267,1.7804,3.4519,1.0,1.1135,0.89051,1
0.5969,247,1.6864,1.2794,0.9459,1.0637,0.888504,1
-0.7136,-208,-3.7026,-2.1419,-0.0149,-1.6718,0.180769,0
-0.492,-39,-1.4086,3.6541,-0.875,-0.4216,0.359759,1
-0.8736,-110,-1.8687,-2.0171,-0.5294,-1.7209,0.426165,0
0.1949,13,0.2359,0.7813,0.0,0.8925,0.597194,0
0.1431,17,0.2969,0.0883,0.3333,-0.0155,0.568494,1
0.1802,79,0.4165,2.7134,0.375,0.058,0.587761,0
0.1498,35,0.3472,1.1766,0.3333,-0.0067,0.573451,1
1.0286,166,1.5429,2.3535,0.76,2.309,0.796876,0
0.124,-92,0.626,-2.6917,0.2558,0.469,0.458686,0
-0.1412,48,-0.6381,1.3574,-0.3023,-0.5115,0.526818,1
-0.1584,4,-0.961,2.3923,0.1154,0.163,0.487935,0
-0.2012,-54,-1.1022,0.4692,0.0769,0.0275,0.457599,1
-0.3067,-120,-1.3576,-2.377,0.0385,-0.189,0.424928,1
-0.6818,-71,-0.4205,-0.8281,-0.1111,-1.0159,0.2644,1
-0.0815,-155,-0.3493,-5.0576,-0.5556,-0.2112,0.425044,1
1.1471,200,1.6397,1.8847,0.6923,2.0669,0.876226,1
0.5966,29,0.3319,-1.6953,0.1795,0.5677,0.650075,0
-0.7837,-93,-0.6202,-1.2422,-0.2308,-0.8587,0.245455,1
-0.0152,-74,1.4545,-4.0642,0.0286,-0.1016,0.416728,1
-0.1212,91,0.163,5.5233,1.0,-0.0539,0.551514,0
0.1533,191,0.3731,-0.7648,0.25,0.3062,0.727243,1
-0.2768,-14,0.8929,-1.3142,0.027,-0.2611,0.482732,1
0.2149,202,1.3106,3.5876,1.0,0.5789,0.626395,1
-0.1176,-115,-0.1693,-3.033,-0.875,-0.0476,0.329988,0
-0.138,-11,-0.3367,-1.1029,-0.3061,0.0471,0.436649,0
0.1349,-45,0.3052,-0.0446,0.2653,-0.0989,0.547905,1
-0.4859,120,-0.7933,-0.2755,-0.2549,-0.7415,0.52649,1
-0.393,196,-0.593,3.2654,-0.2157,-0.5881,0.562709,0
0.3287,-280,0.4039,-9.3472,0.1765,0.5576,0.3977,1
-0.3662,-194,-1.2345,-3.7366,0.0189,-0.3292,0.349266,1
-0.3323,-166,-1.2258,-2.4212,0.0566,-0.2576,0.368533,0
-0.2963,-134,-1.2508,-0.7904,0.0943,-0.1928,0.389596,0
0.6714,204,1.3571,4.9805,0.7391,1.4347,0.747165,0
0.0767,-210,0.1711,-4.0203,-1.0,0.1999,0.537256,1
-0.1618,38,0.2395,0.9973,0.0323,-0.1839,0.582355,0
-0.2357,-14,0.0673,-0.6306,0.0,-0.3291,0.537424,1
0.1442,-42,-0.6154,-0.9947,-0.0323,-0.0098,0.403075,1
-0.6891,-211,-2.5378,-4.2305,-0.68,-2.1532,0.196878,0
0.0235,203,-0.8282,6.3774,1.0,0.0879,0.683182,0
0.0107,-177,0.7537,-4.5062,-1.0,-0.0218,0.329835,0
0.0506,-147,0.8138,-1.7638,-1.0,0.022,0.343706,0
1.3402,456,5.359,10.5086,1.0,2.6268,0.945357,1
-0.6653,-226,-1.8728,-4.9441,-1.0,-1.2467,0.171064,0
-0.4917,-248,-1.3667,-4.4078,-0.1111,-1.4224,0.277788,1
0.9118,407,2.9384,2.3437,0.95,2.0924,0.90463,1
-0.8927,-397,-2.9899,-1.3416,-0.9,-2.0449,0.098134,0
-0.1374,167,0.3978,3.0001,0.0303,0.1192,0.565677,1
0.862,314,3.9194,3.5245,0.3061,1.6845,0.893425,1
0.16,-40,0.7952,-0.0068,1.0,0.0132,0.430599,0
-0.1393,104,-0.7616,5.2555,1.0,0.0055,0.59099,0
0.1713,-64,0.688,-1.0136,0.0,0.0555,0.424969,0
-0.0857,-11,-0.4333,-0.1954,-0.1429,-0.1149,0.584269,1
-0.6516,-118,-1.2773,0.1621,-0.6327,-0.8819,0.239654,0
-0.1681,0,-0.4818,1.3551,-0.3333,-0.6793,0.461506,1
-0.2194,-58,-0.5946,-0.9821,-0.381,-0.7889,0.440183,1
-1.36,-260,-1.4567,-7.4994,-0.3778,-1.898,0.0650895,1
0.2016,28,1.3597,-1.8308,-0.1321,-0.0616,0.515389,1
0.2535,90,1.5121,-0.1385,-0.0943,0.0772,0.551322,0
-0.3085,-162,-1.6757,-2.2461,0.0566,-0.2462,0.409428,1
0.0366,-89,-0.7247,-1.121,-0.1071,-0.596,0.301171,0
-0.1476,45,0.2857,-0.3907,0.0714,0.3275,0.657081,1
0.0192,-204,-1.4423,0.4355,-0.2188,0.0063,0.266299,1
0.0931,288,1.7353,1.1914,0.25,0.0843,0.803612,0
-0.4154,-568,-3.1779,-5.5611,-1.0,-1.0794,0.0940118,0
0.0649,-136,0.1839,-0.0689,-0.3333,-0.0196,0.399212,0
-0.0008,-170,-0.0936,-3.8594,-1.0,-0.0221,0.407064,0
0.9166,139,3.2568,1.1239,-0.0882,1.9528,0.809863,1
0.6323,320,3.7187,1.564,0.7778,1.246,0.864894,0
-0.4703,-419,-2.8095,-0.6743,-0.84,-1.321,0.0999433,0
-0.0396,-496,0.2323,-4.3265,-1.0,0.0809,0.259723,0
0.378,277,1.7973,2.4549,0.6842,0.6113,0.835604,1
-0.3569,-259,-1.8363,0.2366,-0.6316,-0.5754,0.169835,0
-0.1337,274,-0.0457,0.1572,0.7143,-0.1149,0.677157,1
-0.2156,-93,1.2765,-1.3123,0.0667,-0.5044,0.40271,0
0.167,51,-1.3669,0.0581,-0.1,0.3887,0.567883,1
0.0365,-273,0.2417,-3.0551,-0.3333,0.2081,0.416079,0
0.1084,183,0.7664,1.9537,0.3571,0.1612,0.69359,1
0.1012,153,0.7504,0.1324,0.3214,0.1434,0.686082,1
0.2078,-23,0.0529,0.9571,-0.2143,0.2505,0.492168,0
0.0902,323,0.0424,4.6182,0.8462,0.1548,0.685929,0
-0.1435,-191,-1.2162,-2.468,-0.1,-1.0783,0.350313,1
-0.0464,-163,-0.9899,-0.3859,-0.05,-0.826,0.386861,0
-0.1071,-243,-1.317,-3.9359,-0.1,-1.1467,0.321225,1
-0.0233,245,0.0094,2.9438,-0.3333,-0.1089,0.567182,1
0.0241,-223,-0.0007,-0.4857,1.0,0.122,0.443756,0
0.8333,156,1.0,1.0,0.1579,3.6297,0.855023,0
-0.0512,-456,0.1931,-4.4377,-1.0,-0.0414,0.242284,0
-0.0356,-450,0.2385,-3.2871,-1.0,-0.02,0.248028,0
-0.5759,-147,-1.5779,-3.8502,0.0566,-0.9608,0.424969,1
0.4941,113,1.3251,2.5963,-0.0943,0.7431,0.520592,1
0.4113,-101,0.8836,-0.3898,0.4444,0.9344,0.526303,0
0.4063,-175,0.8646,-3.8103,0.3333,0.9121,0.512784,1
-0.0112,146,-0.0685,4.2154,-0.3333,-0.1136,0.490644,0
-0.0043,224,-0.0617,12.0193,0.3333,-0.0982,0.502949,0
-0.4383,-233,-1.8642,-2.8253,-0.2778,-0.6434,0.342511,0
0.3216,209,1.3577,0.8097,0.2222,0.2278,0.606574,1
-0.6299,-216,-2.8191,-2.9079,0.0312,-1.1651,0.204143,0
-0.5946,-190,-2.8354,-1.407,0.0625,-1.0216,0.223936,0
0.1055,292,0.6496,0.461,1.0,0.333,0.900734,1
0.1423,-153,-0.83,-0.7558,-0.9,-0.6586,0.381212,0
0.3206,-119,-0.8,1.7442,-0.8,-0.3105,0.430845,0
-0.3855,113,-1.5618,6.857,-0.2157,-0.1236,0.362081,1
0.4937,-73,2.1482,-3.5503,0.2549,0.1265,0.688618,0
-0.5,-23,-2.2143,-2.5,0.027,-0.6829,0.385768,1
-0.4154,-102,-1.5989,-1.3609,-0.875,-0.6279,0.361625,0
0.391,60,1.5202,0.0345,0.8125,0.6319,0.626246,1
-1.1707,-182,-4.2223,-1.4299,-0.1905,-2.2985,0.254587,0
1.4593,264,5.8618,4.8598,0.2381,3.0575,0.905365,0
0.8371,135,0.0294,-0.9862,0.5758,1.5372,0.849034,1
0.8968,213,0.1193,0.0443,0.6364,1.6913,0.88334,0
-0.2727,272,-0.039,3.2473,0.8889,0.1505,0.587039,1
0.1023,-360,-0.3308,-9.7445,-1.0,-0.2159,0.301936,1
0.5496,162,2.6551,-0.595,-0.0938,0.8179,0.752197,1
0.82,126,3.1693,0.627,-0.2063,1.3413,0.843658,1
0.1438,-15,0.2362,-0.4046,0.0133,0.4599,0.567109,0
-0.9561,-379,-1.9458,-8.3839,-1.0,-2.2763,0.12259,0
0.811,369,1.2517,7.1339,1.0,1.9832,0.857561,1
0.2893,-76,2.008,0.7383,-0.8824,0.4846,0.669612,1
-0.1223,146,-1.8531,2.7734,1.0,-0.4083,0.387447,0
-0.0381,-135,-0.0928,-0.1378,0.0,0.0062,0.309138,0
0.0273,99,0.0805,-2.6405,-1.0,-0.0305,0.683113,1
0.0511,320,0.8248,3.8517,0.15,0.1123,0.71991,1
0.0279,306,0.6844,2.8435,0.1,0.0384,0.711489,1
0.6813,54,1.722,-0.1006,0.28,1.0295,0.736945,1
0.6587,4,1.7356,-2.2337,0.24,0.9919,0.727715,1
-0.2441,43,-0.5377,-4.8016,-1.0,-0.3696,0.574744,0
-0.2388,107,-0.5197,-1.9692,0.0,-0.3644,0.589253,0
-0.1111,42,-2.8384,2.4768,0.08,-0.0202,0.51695,0
-0.2812,-10,-3.5625,0.9535,0.04,-0.4569,0.41602,1
0.0304,-314,0.1795,-24.6971,-1.0,0.0209,0.501959,1
-0.0371,36,0.0198,2.655,1.0,-0.1381,0.475266,0
-0.0677,-30,-0.3305,-0.7337,0.0,-0.1843,0.451226,0
-0.1996,-166,0.0914,-1.9603,0.1321,-0.1466,0.259212,0
-0.1507,-134,0.1498,-0.8165,0.1698,-0.0409,0.276825,0
-0.0188,365,0.1202,24.9196,1.0,0.0135,0.509747,1
-0.0054,124,0.2159,2.2321,0.4286,-0.5413,0.490415,1
0.0222,-86,-0.1912,-1.1101,-0.1429,0.5818,0.524458,0
-0.1437,-270,-0.4778,-7.5273,-1.0,-0.2974,0.266345,1
0.1399,252,0.4643,4.6675,1.0,0.2849,0.727556,1
-0.731,-350,-2.6763,-4.8761,-1.0,-1.1726,0.0635862,0
-0.8987,-177,-3.0777,-1.5664,0.0909,-1.4858,0.198953,1
-0.9985,-470,-2.8801,-9.9859,-1.0,-2.1004,0.0660737,0
1.4424,314,3.6106,3.2337,1.0,1.4195,0.88673,1
0.1331,-32,0.2684,-1.8093,0.0,0.4506,0.564443,1
-0.1442,-22,-0.3301,-0.761,-0.027,-0.4839,0.418739,1
-1.2826,-306,-5.7971,-2.4536,-0.6,-1.5599,0.0583131,0
-0.5192,-59,-2.1752,-0.0134,0.0746,-0.2345,0.246792,1
0.2203,-159,1.1231,-1.2384,0.25,0.4934,0.441301,0
-0.237,127,-1.1467,-0.364,-0.3333,-0.5298,0.546423,1
-0.1123,261,-0.1671,9.8972,-0.1724,-0.0584,0.530882,0
0.1242,-241,0.186,-8.5945,0.2414,0.0734,0.481522,0
0.1361,-219,0.2106,-6.9891,0.3103,0.0849,0.494271,0
-0.1923,-29,-0.6729,-0.5663,-0.3023,-0.0314,0.476866,1
-0.2252,-93,-0.8663,-3.5687,-0.3488,-0.1432,0.458652,1
-0.276,16,-0.1875,3.5483,-0.0526,-1.1914,0.379419,1
0.3117,40,0.6687,-2.4833,0.1053,1.391,0.67355,0
-0.1643,-42,-0.1243,0.8899,-0.1471,-0.4848,0.396149,0
-0.1803,-108,-0.141,-0.4156,-0.1765,-0.5256,0.378874,1
-0.0362,-21,-0.196,-5.5182,0.1429,-0.1681,0.581823,0
-0.0297,33,-0.1875,-2.8363,0.2,-0.1558,0.596408,0
-0.0245,-262,-0.8937,-4.4619,-0.4483,0.0308,0.288586,0
-0.0161,242,0.7713,3.4294,0.3793,-0.1221,0.701824,1
0.1656,-141,0.2508,-4.6786,-1.0,-0.1567,0.416669,0
0.1763,-105,0.2949,-0.97,-1.0,-0.1463,0.427437,0
1.0695,188,3.0528,-0.543,0.7692,1.8246,0.748694,0
1.4667,270,3.9545,0.9452,0.8462,2.5787,0.858506,0
0.0582,98,0.4865,-1.211,0.875,0.1671,0.694481,1
-0.0374,56,0.2839,-5.4727,0.75,0.0211,0.669098,1
-0.0492,168,0.5764,2.8745,0.1176,-0.4278,0.560899,1
0.7286,335,2.0892,9.5681,1.0,0.8204,0.839902,0
0.6975,321,1.9172,7.302,1.0,0.7223,0.835104,1
0.0736,87,0.7511,2.1989,0.2222,0.3066,0.541952,0
0.0702,43,0.7377,0.9879,0.1111,0.2713,0.528733,1
0.0402,-9,0.6507,-0.4341,0.0,0.2018,0.515079,1
0.8526,156,3.5406,1.3718,-0.1304,1.1215,0.785106,1
0.8221,122,3.9224,0.364,-0.1594,1.0154,0.750199,1
0.57,202,2.3202,2.8289,0.7619,0.6844,0.765333,0
0.3195,30,0.2494,0.1295,0.2069,0.3636,0.587669,1
-0.5777,-271,-1.4229,-8.1766,-1.0,-0.8623,0.162251,0
0.5697,251,1.388,6.3587,1.0,0.835,0.834535,1
-0.4812,-419,-2.3142,-4.4836,-0.9048,-1.4224,0.131377,0
-0.4737,-411,-2.3077,-3.4201,-0.8605,-1.4167,0.133703,0
0.0247,-141,-0.093,-2.1006,-0.6,-0.0689,0.435887,1
0.0342,-105,-0.0641,-0.5094,-0.2,-0.05,0.447365,0
0.0396,-65,-0.0575,1.6731,0.2,-0.0362,0.459178,0
-0.2111,-103,-0.9865,-1.6223,-0.4737,-0.315,0.340609,0
-0.1983,-61,-0.9683,0.25,-0.4211,-0.2669,0.35032,0
0.1613,294,0.5477,23.9915,1.0,0.1223,0.590423,1
0.1485,278,0.5166,21.7676,1.0,0.0971,0.580216,1
0.4375,100,-0.6875,1.5798,0.0833,-0.1692,0.637283,1
0.3536,58,-1.0522,0.5463,0.0417,-0.371,0.586183,1
-0.5072,-55,-0.3478,0.5498,-0.087,-1.5204,0.373232,1
0.8523,121,0.875,1.0254,0.1304,2.2682,0.767095,0
-0.1506,-43,-0.167,1.1632,-0.3333,-0.0951,0.492393,1
-0.1573,-109,-0.1821,-1.2207,-0.6667,-0.1084,0.479208,1
0.153,-12,0.7831,-1.4841,0.2381,-0.0095,0.505533,1
0.0268,204,0.2336,8.5743,1.0,-0.2817,0.602992,1
0.0139,178,0.2045,7.3143,1.0,-0.3096,0.592844,1
0.4285,-144,0.9738,0.5049,0.8571,0.8584,0.487529,0
-0.4145,222,-0.9402,1.9428,-0.7143,-0.8528,0.527235,0
-0.4348,198,-0.9836,-0.0099,-0.8571,-0.8773,0.513505,1
-0.0075,-3,-0.0033,-3.515,0.1111,0.1429,0.624214,1
0.0143,55,0.0492,-2.0205,0.1852,0.2139,0.646661,0
0.053,121,0.1212,-0.0315,0.2593,0.2944,0.669767,0
-0.652,-319,-2.4047,-1.111,-0.8605,-1.4445,0.163504,0
-0.644,-305,-2.3927,0.1429,-0.8182,-1.4275,0.166764,0
-0.3353,112,-0.2582,2.7218,-0.2941,-0.1873,0.42445,0
0.5177,357,2.0118,6.6664,1.0,1.4605,0.850088,1
0.9186,383,2.4835,5.9253,1.0,1.9884,0.913943,1
-1.5361,-356,-6.0426,-3.4525,-0.931,-2.2051,0.0564267,0
1.4833,344,5.75,2.4212,0.8621,1.9241,0.93793,1
0.4043,335,1.1524,2.8035,0.1364,1.1304,0.783949,1
0.3026,321,0.8083,1.6062,0.0909,0.9268,0.764162,1
-0.1987,-105,-0.4747,0.0619,-0.5789,-0.4088,0.32103,0
-0.1889,-65,-0.4375,3.2701,-0.5263,-0.383,0.329035,0
0.1557,-189,1.0737,-3.8552,0.3103,0.4089,0.394973,1
-0.1676,161,-1.1245,2.7087,-0.3793,-0.4563,0.592922,1
-0.1935,129,-1.1879,1.4158,-0.4483,-0.519,0.580333,1
